order_date,total_sales,region,is_forecast
2020-10-01,316.19,Central,False
2020-10-02,0.0,Central,False
2020-10-03,0.0,Central,False
2020-10-04,401.7,Central,False
2020-10-05,107.44,Central,False
2020-10-06,0.0,Central,False
2020-10-07,0.0,Central,False
2020-10-08,1488.77,Central,False
2020-10-09,0.0,Central,False
2020-10-10,22.24,Central,False
2020-10-11,0.0,Central,False
2020-10-12,2347.4,Central,False
2020-10-13,0.0,Central,False
2020-10-14,0.0,Central,False
2020-10-15,136.07,Central,False
2020-10-16,0.0,Central,False
2020-10-17,0.0,Central,False
2020-10-18,1074.16,Central,False
2020-10-19,0.0,Central,False
2020-10-20,0.0,Central,False
2020-10-21,0.0,Central,False
2020-10-22,0.0,Central,False
2020-10-23,0.0,Central,False
2020-10-24,0.0,Central,False
2020-10-25,0.0,Central,False
2020-10-26,257.98,Central,False
2020-10-27,2813.81,Central,False
2020-10-28,0.0,Central,False
2020-10-29,0.0,Central,False
2020-10-30,15.7,Central,False
2020-10-31,88.78,Central,False
2020-11-01,89.97,Central,False
2020-11-02,0.0,Central,False
2020-11-03,0.0,Central,False
2020-11-04,0.0,Central,False
2020-11-05,1143.21,Central,False
2020-11-06,0.0,Central,False
2020-11-07,0.0,Central,False
2020-11-08,1194.87,Central,False
2020-11-09,3114.3,Central,False
2020-11-10,405.86,Central,False
2020-11-11,0.0,Central,False
2020-11-12,44.98,Central,False
2020-11-13,604.66,Central,False
2020-11-14,619.86,Central,False
2020-11-15,486.98,Central,False
2020-11-16,1583.94,Central,False
2020-11-17,503.13,Central,False
2020-11-18,0.0,Central,False
2020-11-19,269.59,Central,False
2020-11-20,16.91,Central,False
2020-11-21,239.81,Central,False
2020-11-22,1266.61,Central,False
2020-11-23,1273.63,Central,False
2020-11-24,19.3,Central,False
2020-11-25,0.0,Central,False
2020-11-26,1062.87,Central,False
2020-11-27,12.62,Central,False
2020-11-28,0.0,Central,False
2020-11-29,3528.54,Central,False
2020-11-30,117.17,Central,False
2020-12-01,505.88,Central,False
2020-12-02,0.0,Central,False
2020-12-03,433.56,Central,False
2020-12-04,338.54,Central,False
2020-12-05,0.0,Central,False
2020-12-06,60.42,Central,False
2020-12-07,276.63,Central,False
2020-12-08,0.0,Central,False
2020-12-09,0.0,Central,False
2020-12-10,210.39,Central,False
2020-12-11,97.35,Central,False
2020-12-12,52.28,Central,False
2020-12-13,812.5,Central,False
2020-12-14,535.65,Central,False
2020-12-15,0.0,Central,False
2020-12-16,0.0,Central,False
2020-12-17,372.12,Central,False
2020-12-18,1192.53,Central,False
2020-12-19,0.0,Central,False
2020-12-20,274.09,Central,False
2020-12-21,212.42,Central,False
2020-12-22,0.0,Central,False
2020-12-23,0.0,Central,False
2020-12-24,609.25,Central,False
2020-12-25,67.95,Central,False
2020-12-26,0.0,Central,False
2020-12-27,192.08,Central,False
2020-12-28,619.45,Central,False
2020-12-29,126.78,Central,False
2020-12-30,0.0,Central,False
2020-12-31,0.0,Central,False
2021-01-01,1768.23,Central,False
2021-01-02,72.24,Central,False
2021-01-03,0.0,Central,False
2021-01-04,0.0,Central,False
2021-01-05,0.0,Central,False
2021-01-06,0.0,Central,False
2021-01-07,0.0,Central,False
2021-01-08,0.0,Central,False
2021-01-09,0.0,Central,False
2021-01-10,0.0,Central,False
2021-01-11,0.0,Central,False
2021-01-12,0.0,Central,False
2021-01-13,0.0,Central,False
2021-01-14,0.0,Central,False
2021-01-15,254.74,Central,False
2021-01-16,0.0,Central,False
2021-01-17,301.74,Central,False
2021-01-18,0.0,Central,False
2021-01-19,0.0,Central,False
2021-01-20,0.0,Central,False
2021-01-21,0.0,Central,False
2021-01-22,0.0,Central,False
2021-01-23,0.0,Central,False
2021-01-24,0.0,Central,False
2021-01-25,0.0,Central,False
2021-01-26,0.0,Central,False
2021-01-27,0.0,Central,False
2021-01-28,14.3,Central,False
2021-01-29,99.26,Central,False
2021-01-30,0.0,Central,False
2021-01-31,0.0,Central,False
2021-02-01,178.37,Central,False
2021-02-02,0.0,Central,False
2021-02-03,0.0,Central,False
2021-02-04,692.21,Central,False
2021-02-05,0.0,Central,False
2021-02-06,21.11,Central,False
2021-02-07,581.63,Central,False
2021-02-08,0.0,Central,False
2021-02-09,0.0,Central,False
2021-02-10,0.0,Central,False
2021-02-11,0.0,Central,False
2021-02-12,0.0,Central,False
2021-02-13,974.9,Central,False
2021-02-14,0.0,Central,False
2021-02-15,0.0,Central,False
2021-02-16,0.0,Central,False
2021-02-17,0.0,Central,False
2021-02-18,0.0,Central,False
2021-02-19,0.0,Central,False
2021-02-20,79.36,Central,False
2021-02-21,0.0,Central,False
2021-02-22,0.0,Central,False
2021-02-23,0.0,Central,False
2021-02-24,0.0,Central,False
2021-02-25,0.0,Central,False
2021-02-26,0.0,Central,False
2021-02-27,1379.17,Central,False
2021-02-28,112.04,Central,False
2021-03-01,0.0,Central,False
2021-03-02,0.0,Central,False
2021-03-03,380.95,Central,False
2021-03-04,0.0,Central,False
2021-03-05,0.0,Central,False
2021-03-06,2540.45,Central,False
2021-03-07,473.4,Central,False
2021-03-08,1.11,Central,False
2021-03-09,0.0,Central,False
2021-03-10,0.0,Central,False
2021-03-11,0.0,Central,False
2021-03-12,0.0,Central,False
2021-03-13,0.0,Central,False
2021-03-14,0.0,Central,False
2021-03-15,0.0,Central,False
2021-03-16,0.0,Central,False
2021-03-17,449.05,Central,False
2021-03-18,73.21,Central,False
2021-03-19,0.0,Central,False
2021-03-20,162.07,Central,False
2021-03-21,107.77,Central,False
2021-03-22,359.06,Central,False
2021-03-23,0.0,Central,False
2021-03-24,0.0,Central,False
2021-03-25,0.0,Central,False
2021-03-26,0.0,Central,False
2021-03-27,0.0,Central,False
2021-03-28,571.22,Central,False
2021-03-29,120.76,Central,False
2021-03-30,0.0,Central,False
2021-03-31,139.45,Central,False
2021-04-01,0.0,Central,False
2021-04-02,1273.61,Central,False
2021-04-03,0.0,Central,False
2021-04-04,92.06,Central,False
2021-04-05,847.2,Central,False
2021-04-06,0.0,Central,False
2021-04-07,0.0,Central,False
2021-04-08,0.0,Central,False
2021-04-09,0.0,Central,False
2021-04-10,0.0,Central,False
2021-04-11,1078.76,Central,False
2021-04-12,0.0,Central,False
2021-04-13,0.0,Central,False
2021-04-14,1483.53,Central,False
2021-04-15,0.0,Central,False
2021-04-16,753.96,Central,False
2021-04-17,329.96,Central,False
2021-04-18,298.42,Central,False
2021-04-19,0.0,Central,False
2021-04-20,0.0,Central,False
2021-04-21,0.0,Central,False
2021-04-22,0.0,Central,False
2021-04-23,679.23,Central,False
2021-04-24,408.42,Central,False
2021-04-25,0.0,Central,False
2021-04-26,4044.36,Central,False
2021-04-27,0.0,Central,False
2021-04-28,213.12,Central,False
2021-04-29,0.0,Central,False
2021-04-30,167.24,Central,False
2021-05-01,0.0,Central,False
2021-05-02,1094.56,Central,False
2021-05-03,0.0,Central,False
2021-05-04,0.0,Central,False
2021-05-05,259.95,Central,False
2021-05-06,545.91,Central,False
2021-05-07,0.0,Central,False
2021-05-08,107.75,Central,False
2021-05-09,0.0,Central,False
2021-05-10,769.02,Central,False
2021-05-11,238.38,Central,False
2021-05-12,0.0,Central,False
2021-05-13,0.0,Central,False
2021-05-14,0.0,Central,False
2021-05-15,47.37,Central,False
2021-05-16,0.0,Central,False
2021-05-17,0.0,Central,False
2021-05-18,0.0,Central,False
2021-05-19,20.77,Central,False
2021-05-20,0.0,Central,False
2021-05-21,925.83,Central,False
2021-05-22,610.31,Central,False
2021-05-23,411.92,Central,False
2021-05-24,610.16,Central,False
2021-05-25,0.0,Central,False
2021-05-26,0.0,Central,False
2021-05-27,12.39,Central,False
2021-05-28,0.0,Central,False
2021-05-29,2802.35,Central,False
2021-05-30,822.44,Central,False
2021-05-31,0.0,Central,False
2021-06-01,0.0,Central,False
2021-06-02,0.0,Central,False
2021-06-03,10.56,Central,False
2021-06-04,0.0,Central,False
2021-06-05,0.0,Central,False
2021-06-06,145.51,Central,False
2021-06-07,12.96,Central,False
2021-06-08,0.0,Central,False
2021-06-09,0.0,Central,False
2021-06-10,24.56,Central,False
2021-06-11,0.0,Central,False
2021-06-12,0.0,Central,False
2021-06-13,0.0,Central,False
2021-06-14,253.34,Central,False
2021-06-15,0.0,Central,False
2021-06-16,0.0,Central,False
2021-06-17,234.71,Central,False
2021-06-18,0.0,Central,False
2021-06-19,0.0,Central,False
2021-06-20,796.43,Central,False
2021-06-21,0.0,Central,False
2021-06-22,0.0,Central,False
2021-06-23,128.92,Central,False
2021-06-24,1013.78,Central,False
2021-06-25,0.0,Central,False
2021-06-26,0.0,Central,False
2021-06-27,269.98,Central,False
2021-06-28,0.0,Central,False
2021-06-29,0.0,Central,False
2021-06-30,1338.59,Central,False
2021-07-01,0.0,Central,False
2021-07-02,1099.96,Central,False
2021-07-03,19.0,Central,False
2021-07-04,0.0,Central,False
2021-07-05,0.0,Central,False
2021-07-06,21.12,Central,False
2021-07-07,48.63,Central,False
2021-07-08,0.0,Central,False
2021-07-09,0.0,Central,False
2021-07-10,2052.57,Central,False
2021-07-11,41.57,Central,False
2021-07-12,0.0,Central,False
2021-07-13,0.0,Central,False
2021-07-14,0.0,Central,False
2021-07-15,20.69,Central,False
2021-07-16,0.0,Central,False
2021-07-17,0.0,Central,False
2021-07-18,2693.16,Central,False
2021-07-19,0.0,Central,False
2021-07-20,0.0,Central,False
2021-07-21,0.0,Central,False
2021-07-22,0.0,Central,False
2021-07-23,0.0,Central,False
2021-07-24,0.0,Central,False
2021-07-25,0.0,Central,False
2021-07-26,0.0,Central,False
2021-07-27,0.0,Central,False
2021-07-28,217.67,Central,False
2021-07-29,52.59,Central,False
2021-07-30,0.0,Central,False
2021-07-31,0.0,Central,False
2021-08-01,0.0,Central,False
2021-08-02,0.0,Central,False
2021-08-03,72.65,Central,False
2021-08-04,494.87,Central,False
2021-08-05,241.34,Central,False
2021-08-06,0.0,Central,False
2021-08-07,1334.03,Central,False
2021-08-08,139.69,Central,False
2021-08-09,0.0,Central,False
2021-08-10,0.0,Central,False
2021-08-11,11.36,Central,False
2021-08-12,0.0,Central,False
2021-08-13,0.0,Central,False
2021-08-14,0.0,Central,False
2021-08-15,0.0,Central,False
2021-08-16,0.0,Central,False
2021-08-17,0.0,Central,False
2021-08-18,0.0,Central,False
2021-08-19,0.0,Central,False
2021-08-20,0.0,Central,False
2021-08-21,59.85,Central,False
2021-08-22,2645.02,Central,False
2021-08-23,31.78,Central,False
2021-08-24,0.0,Central,False
2021-08-25,0.0,Central,False
2021-08-26,4003.4,Central,False
2021-08-27,246.5,Central,False
2021-08-28,0.0,Central,False
2021-08-29,20.96,Central,False
2021-08-30,0.0,Central,False
2021-08-31,0.0,Central,False
2021-09-01,7.5,Central,False
2021-09-02,134.38,Central,False
2021-09-03,132.86,Central,False
2021-09-04,0.0,Central,False
2021-09-05,47.52,Central,False
2021-09-06,0.0,Central,False
2021-09-07,0.0,Central,False
2021-09-08,194.83,Central,False
2021-09-09,0.0,Central,False
2021-09-10,0.0,Central,False
2021-09-11,1894.05,Central,False
2021-09-12,25.9,Central,False
2021-09-13,215.18,Central,False
2021-09-14,0.0,Central,False
2021-09-15,28.53,Central,False
2021-09-16,0.0,Central,False
2021-09-17,0.0,Central,False
2021-09-18,2.81,Central,False
2021-09-19,1322.78,Central,False
2021-09-20,0.0,Central,False
2021-09-21,0.0,Central,False
2021-09-22,2245.28,Central,False
2021-09-23,128.74,Central,False
2021-09-24,1116.48,Central,False
2021-09-25,81.69,Central,False
2021-09-26,0.0,Central,False
2021-09-27,0.0,Central,False
2021-09-28,0.0,Central,False
2021-09-29,111.76,Central,False
2021-09-30,0.0,Central,False
2021-10-01,0.0,Central,False
2021-10-02,0.0,Central,False
2021-10-03,0.0,Central,False
2021-10-04,0.0,Central,False
2021-10-05,0.0,Central,False
2021-10-06,76.22,Central,False
2021-10-07,1396.35,Central,False
2021-10-08,8.02,Central,False
2021-10-09,0.0,Central,False
2021-10-10,412.24,Central,False
2021-10-11,0.0,Central,False
2021-10-12,0.0,Central,False
2021-10-13,3219.55,Central,False
2021-10-14,0.0,Central,False
2021-10-15,0.0,Central,False
2021-10-16,100.86,Central,False
2021-10-17,189.95,Central,False
2021-10-18,0.0,Central,False
2021-10-19,0.0,Central,False
2021-10-20,5.18,Central,False
2021-10-21,733.47,Central,False
2021-10-22,376.87,Central,False
2021-10-23,0.0,Central,False
2021-10-24,0.0,Central,False
2021-10-25,0.0,Central,False
2021-10-26,0.0,Central,False
2021-10-27,0.0,Central,False
2021-10-28,299.9,Central,False
2021-10-29,70.12,Central,False
2021-10-30,0.0,Central,False
2021-10-31,374.07,Central,False
2021-11-01,6.61,Central,False
2021-11-02,0.0,Central,False
2021-11-03,19.82,Central,False
2021-11-04,0.0,Central,False
2021-11-05,747.64,Central,False
2021-11-06,274.44,Central,False
2021-11-07,1095.9,Central,False
2021-11-08,2879.42,Central,False
2021-11-09,542.18,Central,False
2021-11-10,304.22,Central,False
2021-11-11,842.32,Central,False
2021-11-12,0.0,Central,False
2021-11-13,270.35,Central,False
2021-11-14,2528.99,Central,False
2021-11-15,2012.38,Central,False
2021-11-16,0.0,Central,False
2021-11-17,0.0,Central,False
2021-11-18,479.99,Central,False
2021-11-19,1245.54,Central,False
2021-11-20,305.48,Central,False
2021-11-21,386.49,Central,False
2021-11-22,0.0,Central,False
2021-11-23,0.0,Central,False
2021-11-24,599.99,Central,False
2021-11-25,0.0,Central,False
2021-11-26,1283.8,Central,False
2021-11-27,2699.56,Central,False
2021-11-28,3.88,Central,False
2021-11-29,48.31,Central,False
2021-11-30,0.0,Central,False
2021-12-01,0.0,Central,False
2021-12-02,85.96,Central,False
2021-12-03,210.06,Central,False
2021-12-04,1002.75,Central,False
2021-12-05,0.0,Central,False
2021-12-06,2199.07,Central,False
2021-12-07,34.02,Central,False
2021-12-08,1053.52,Central,False
2021-12-09,530.54,Central,False
2021-12-10,22.37,Central,False
2021-12-11,0.0,Central,False
2021-12-12,0.0,Central,False
2021-12-13,0.0,Central,False
2021-12-14,0.0,Central,False
2021-12-15,1468.3,Central,False
2021-12-16,0.0,Central,False
2021-12-17,312.23,Central,False
2021-12-18,964.61,Central,False
2021-12-19,1349.63,Central,False
2021-12-20,17.12,Central,False
2021-12-21,0.0,Central,False
2021-12-22,4909.61,Central,False
2021-12-23,255.58,Central,False
2021-12-24,275.06,Central,False
2021-12-25,1677.17,Central,False
2021-12-26,24.82,Central,False
2021-12-27,0.0,Central,False
2021-12-28,0.0,Central,False
2021-12-29,296.89,Central,False
2021-12-30,0.0,Central,False
2021-12-31,0.0,Central,False
2022-01-01,1981.37,Central,False
2022-01-02,0.0,Central,False
2022-01-03,0.0,Central,False
2022-01-04,0.0,Central,False
2022-01-05,49.0,Central,False
2022-01-06,1671.93,Central,False
2022-01-07,0.0,Central,False
2022-01-08,0.0,Central,False
2022-01-09,0.0,Central,False
2022-01-10,0.0,Central,False
2022-01-11,0.0,Central,False
2022-01-12,0.0,Central,False
2022-01-13,0.0,Central,False
2022-01-14,0.0,Central,False
2022-01-15,0.0,Central,False
2022-01-16,0.0,Central,False
2022-01-17,0.0,Central,False
2022-01-18,0.0,Central,False
2022-01-19,0.0,Central,False
2022-01-20,0.0,Central,False
2022-01-21,0.0,Central,False
2022-01-22,0.0,Central,False
2022-01-23,0.0,Central,False
2022-01-24,0.0,Central,False
2022-01-25,0.0,Central,False
2022-01-26,0.0,Central,False
2022-01-27,0.0,Central,False
2022-01-28,2224.31,Central,False
2022-01-29,15.55,Central,False
2022-01-30,0.0,Central,False
2022-01-31,73.78,Central,False
2022-02-01,0.0,Central,False
2022-02-02,0.0,Central,False
2022-02-03,0.0,Central,False
2022-02-04,0.0,Central,False
2022-02-05,0.0,Central,False
2022-02-06,241.5,Central,False
2022-02-07,0.0,Central,False
2022-02-08,0.0,Central,False
2022-02-09,69.93,Central,False
2022-02-10,0.0,Central,False
2022-02-11,0.0,Central,False
2022-02-12,0.0,Central,False
2022-02-13,0.0,Central,False
2022-02-14,167.18,Central,False
2022-02-15,0.0,Central,False
2022-02-16,0.0,Central,False
2022-02-17,0.0,Central,False
2022-02-18,0.0,Central,False
2022-02-19,0.0,Central,False
2022-02-20,490.32,Central,False
2022-02-21,0.0,Central,False
2022-02-22,0.0,Central,False
2022-02-23,0.0,Central,False
2022-02-24,0.0,Central,False
2022-02-25,73.01,Central,False
2022-02-26,0.0,Central,False
2022-02-27,0.0,Central,False
2022-02-28,0.0,Central,False
2022-03-01,0.0,Central,False
2022-03-02,6109.54,Central,False
2022-03-03,128.4,Central,False
2022-03-04,162.34,Central,False
2022-03-05,309.08,Central,False
2022-03-06,21.07,Central,False
2022-03-07,404.21,Central,False
2022-03-08,0.0,Central,False
2022-03-09,0.0,Central,False
2022-03-10,63.44,Central,False
2022-03-11,0.0,Central,False
2022-03-12,628.94,Central,False
2022-03-13,408.79,Central,False
2022-03-14,550.82,Central,False
2022-03-15,0.0,Central,False
2022-03-16,0.0,Central,False
2022-03-17,0.0,Central,False
2022-03-18,0.0,Central,False
2022-03-19,709.15,Central,False
2022-03-20,645.7,Central,False
2022-03-21,0.0,Central,False
2022-03-22,0.0,Central,False
2022-03-23,22.48,Central,False
2022-03-24,1287.45,Central,False
2022-03-25,0.0,Central,False
2022-03-26,0.0,Central,False
2022-03-27,0.0,Central,False
2022-03-28,1702.39,Central,False
2022-03-29,0.0,Central,False
2022-03-30,0.0,Central,False
2022-03-31,12.99,Central,False
2022-04-01,1454.9,Central,False
2022-04-02,341.35,Central,False
2022-04-03,0.0,Central,False
2022-04-04,158.37,Central,False
2022-04-05,0.0,Central,False
2022-04-06,0.0,Central,False
2022-04-07,1616.7,Central,False
2022-04-08,523.18,Central,False
2022-04-09,13.57,Central,False
2022-04-10,0.0,Central,False
2022-04-11,0.0,Central,False
2022-04-12,0.0,Central,False
2022-04-13,0.0,Central,False
2022-04-14,41.53,Central,False
2022-04-15,0.0,Central,False
2022-04-16,29.05,Central,False
2022-04-17,2267.23,Central,False
2022-04-18,0.0,Central,False
2022-04-19,0.0,Central,False
2022-04-20,195.98,Central,False
2022-04-21,110.57,Central,False
2022-04-22,0.0,Central,False
2022-04-23,258.7,Central,False
2022-04-24,0.0,Central,False
2022-04-25,0.0,Central,False
2022-04-26,0.0,Central,False
2022-04-27,415.63,Central,False
2022-04-28,0.0,Central,False
2022-04-29,22.61,Central,False
2022-04-30,0.0,Central,False
2022-05-01,489.74,Central,False
2022-05-02,55.97,Central,False
2022-05-03,0.0,Central,False
2022-05-04,0.0,Central,False
2022-05-05,83.87,Central,False
2022-05-06,0.0,Central,False
2022-05-07,0.0,Central,False
2022-05-08,1032.93,Central,False
2022-05-09,7.07,Central,False
2022-05-10,0.0,Central,False
2022-05-11,0.0,Central,False
2022-05-12,0.0,Central,False
2022-05-13,0.0,Central,False
2022-05-14,0.0,Central,False
2022-05-15,0.0,Central,False
2022-05-16,63.93,Central,False
2022-05-17,0.0,Central,False
2022-05-18,21.4,Central,False
